상품코드|상품명|수량|분류1|분류2|등록일시,,
2100000603497|롯데에비앙생수|1.5L      |010602|09999|2021-01-26 18:01:54,,
2100000603503|강콩캔||010602|09999|2021-01-26 18:01:54,,
2100000603510|팔도)사리면|멀티5개입 |010306|01073|2021-01-26 18:01:54,,
2100000603527|닥터유다이제초코|6p        |010101|01117|2021-01-26 18:01:54,,
2100000603534|우드훅미니사각||020301|05014|2021-01-26 18:01:54,,
2100000603541|아폴로분무기A5-305||020301|06239|2021-01-26 18:01:54,,
2100000603558|하나로스탠드다리미판|하트      |020301|05014|2021-01-26 18:01:54,,
2100000614028|메디안)미세모2+1||020199|01042|2021-01-26 18:01:54,,
2100000614035|초이스엘왕새우칩||010101|09999|2021-01-26 18:01:54,,
2100000614189|아끼바레햅쌀4kg||040101|09030|2021-01-26 18:01:54,,
2100000614387|풀무원국산두부찌개용|300g      |030102|00011|2021-01-26 18:01:54,,
2100000614585|해태갓구운땅콩그래|4800      |010101|01019|2021-01-26 18:01:54,,
2100000614783|슬라이스아몬드|250g      |030401|09033|2021-01-26 18:01:54,,
2100000614981|코주부쇠육포170g||030401|09033|2021-01-26 18:01:54,,
2100000614998|농심감자깡|75g       |010101|01043|2021-01-26 18:01:54,,
2100000615001|롯데꼬깔콘매콤달콤|3000      |010101|01062|2021-01-26 18:01:54,,
2100000615186|코카콜라플래쉬볼|350ml     |010201|05017|2021-01-26 18:01:54,,
2100000615193|풀무원튀김우동2인분|490g      |010301|01114|2021-01-26 18:01:54,,
2100000615384|현미찹쌀2kg|2kg       |040101|09030|2021-01-26 18:01:54,,
2100000615391|찹쌀2kg|2kg       |040101|09030|2021-01-26 18:01:54,,
2100000615407|케라러블리&퍼퓸샴푸|600ml     |020101|09999|2021-01-26 18:01:54,,
2100000615414|케라엘레강스퍼퓸샴푸|600ml     |020101|09999|2021-01-26 18:01:54,,
2100000628698|한아름땅콩소보루|375g      |010102|01068|2021-01-26 18:01:54,,
2100000628704|담백미찰옥수수||010102|01068|2021-01-26 18:01:54,,
2100000628711|골드버터롤클래식||010102|01068|2021-01-26 18:01:54,,
2100000628728|샤니정통크림빵|3000      |010102|01068|2021-01-26 18:01:54,,
2100000628735|나눠먹는땅콩크림빵||010102|01068|2021-01-26 18:01:54,,
2100000628742|고소한땅콩크림샌드||010102|01068|2021-01-26 18:01:54,,
2100000628759|속이알찬단팥빵||010102|01068|2021-01-26 18:01:54,,
2100000628766|달콤가득단팥&크림빵||010102|01068|2021-01-26 18:01:54,,
2100000628773|삼립/보름달|190g*3    |010102|01068|2021-01-26 18:01:54,,
2100000628780|통호두미니단팥빵||010102|01068|2021-01-26 18:01:54,,
2100000628797|스위트골든볼클래식||010102|01068|2021-01-26 18:01:54,,
2100000628803|우리쌀소프트||010102|01068|2021-01-26 18:01:54,,
2100000628810|로만밀내몸애식빵||010102|01068|2021-01-26 18:01:54,,
2100000628827|1등급우유식빵||010102|01068|2021-01-26 18:01:54,,
2100000555109|신라면일반박스||010306|01043|2021-01-26 18:01:54,,
2100000555116|농심올리브짜파게티|140g      |010306|01043|2021-01-26 18:01:54,,
2100000555123|신라면20개박스||010306|01043|2021-01-26 18:01:54,,
2100000555130|농심신라면S선물용|20입      |010306|01043|2021-01-26 18:01:54,,
2100000555147|농심신라면멀티박스|5*8       |010306|01043|2021-01-26 18:01:54,,
2100000555154|농심신라면멀티팩|120g*5    |010306|01043|2021-01-26 18:01:54,,
2100000555161|육개장||010306|01073|2021-01-26 18:01:54,,
2100000555178|육개장멀티팩||010306|01043|2021-01-26 18:01:54,,
2100000555185|육개장멀티박스||010306|01043|2021-01-26 18:01:54,,
2100000555192|찰비빔면||010306|01043|2021-01-26 18:01:54,,
2100000601981|케라시스퍼퓨샤무|600ml*3   |020101|09999|2021-01-26 18:01:54,,
2100000601998|프라티크칫솔|3+4       |010301|01047|2021-01-26 18:01:54,,
2100000602001|삼)나가사끼홍짬뽕|115g      |010306|01073|2021-01-26 18:01:54,,
2100000602018|해)아사이베리퓨전|1.5L      |010201|01105|2021-01-26 18:01:54,,
2100000605682|농심)인디안밥1200||010101|01043|2021-01-26 18:01:54,,
2100000605699|농심)고구마깡1200|83g       |010101|01043|2021-01-26 18:01:54,,
2100000605705|농심)양파깡1200|77g       |010101|01043|2021-01-26 18:01:54,,
2100000605712|닭다리)후라이드1200|66g       |010101|01043|2021-01-26 18:01:54,,
2100000605729|농심)핫닭다리1200||010101|01043|2021-01-26 18:01:54,,
2100000605835|구운면한우사골메생이|4개입     |010306|01073|2021-01-26 18:01:54,,
2100000605842|풀무원데리볶음우동|2인분     |010301|01114|2021-01-26 18:01:54,,
2100000605859|풀무원국물떡볶이|423g      |010401|00011|2021-01-26 18:01:54,,
2100000605866|다논아이러브요거트||010202|01114|2021-01-26 18:01:54,,
2100000605873|아이러브요거트플레인|4+2       |010202|01114|2021-01-26 18:01:54,,
2100000605880|풀무원/참기름재래김|16기획    |010301|01114|2021-01-26 18:01:54,,
2100000605897|백설토마토스파소스|455g      |010501|01007|2021-01-26 18:01:54,,
2100000605903|광동진쌍화100ml||010602|08244|2021-01-26 18:01:54,,
2100000605910|광동진쌍화/100ml*10||010602|08244|2021-01-26 18:01:54,,
2100000605927|아)투핸들초코밀폐2호||020301|05014|2021-01-26 18:01:54,,
2100000605965|도자기머그컵||020301|05014|2021-01-26 18:01:54,,
2100000608782|해)자유시간쿠키12입||010101|01019|2021-01-26 18:01:54,,
2100000608799|농심/포스틱1200박스|84g*20    |010101|01043|2021-01-26 18:01:54,,
2100000608980|오)김치찌개2+마일드2||010301|09999|2021-01-26 18:01:54,,
2100000608997|미닛 사과&크렌베리|180ml     |010201|05017|2021-01-26 18:01:54,,
2100000609581|롯데몽쉘마롱케이크|192g      |010101|01062|2021-01-26 18:01:54,,
2100000610181|롯데카페프레소|1500      |010403|05007|2021-01-26 18:01:54,,
2100000610204|샤니)초코케익|70g       |010102|01068|2021-01-26 18:01:54,,
2100000610211|자루바가지대||010102|01068|2021-01-26 18:01:54,,
2100000610228|두바가지 소|1         |020301|05014|2021-01-26 18:01:54,,
2100000610235|쌍계헛개나무차|40T       |010602|01055|2021-01-26 18:01:54,,
2100000605033|고흥)유자차1kg||010602|02000|2021-01-26 18:01:54,,
2100000605187|풀무원_아빠우동1인|192g      |010301|01114|2021-01-26 18:01:54,,
2100000605194|풀무원정통부대찌개|140g      |010301|01114|2021-01-26 18:01:54,,
2100000605200|아트존직밀페4호6.8L|4호       |020301|05014|2021-01-26 18:01:54,,
2100000605217|그린파워압축기|WS-12     |020301|05014|2021-01-26 18:01:54,,
2100000605224|블루칩모이스쳐비누|80g*3개입 |020101|09999|2021-01-26 18:01:54,,
2100000605231|블루칩헬스케어비누|80g*3개입 |020101|09999|2021-01-26 18:01:54,,
2100000605248|자연미각)미역튀김|60g       |020101|09039|2021-01-26 18:01:54,,
2100000602858|화이트시크릿홀슬림소|18p       |020403|01166|2021-01-26 18:01:54,,
2100000602865|팔리아먼트하이브리드|1갑       |060102|07777|2021-01-26 18:01:54,,
2100000602872|팔리아멘트하이브리드|보루      |060102|07777|2021-01-26 18:01:54,,
2100000602889|롯데미림맛술1.8L|1.8L      |010899|01048|2021-01-26 18:01:54,,
2100000602988|오리온)리얼치즈칩60g||010101|01117|2021-01-26 18:01:54,,
2100000602995|매일63저온살균/930ml||010202|01121|2021-01-26 18:01:54,,
2100000603008|매일63저온살균저지방|930       |010202|01121|2021-01-26 18:01:54,,
2100000603015|이지오프뱅스프레이|600ml     |020299|01154|2021-01-26 18:01:54,,
2100000603022|맛좋은영양쌀20kg||040101|09030|2021-01-26 18:01:54,,
2100000617401|백설)화인스위트200g||010301|01007|2021-01-26 18:01:54,,
2100000617418|광동)한라봉유자280㎖||010201|06002|2021-01-26 18:01:54,,
2100000617425|광동대추쌍화150ml|150ml     |010201|06002|2021-01-26 18:01:54,,
2100000617470|하기스매직팬티4남|32p       |020402|01166|2021-01-26 18:01:54,,
2100000617487|하기스보송보송4단계 |50p       |020402|01166|2021-01-26 18:01:54,,
2100000617999|빨래판소소||020301|05014|2021-01-26 18:01:54,,
2100000618002|이불집게||020301|05014|2021-01-26 18:01:54,,
2100000618385|헬로키티화이트초코릿||010101|01019|2021-01-26 18:01:54,,
2100000618583|매일/민트초코|180ml     |010202|01121|2021-01-26 18:01:54,,
2100000618590|해태젤루조아오렌지|800       |010403|05007|2021-01-26 18:01:54,,
2100000618606|해태메론마루|800       |010403|05007|2021-01-26 18:01:54,,
2100000618613|해태파시통통|800       |010403|05007|2021-01-26 18:01:54,,
2100000618644|해태빨라쪼 밀크|8000      |010403|05007|2021-01-26 18:01:54,,
2100000618675|해태젤루좋아청포도|800       |010403|05007|2021-01-26 18:01:54,,
2100000618699|해태폴라포커피|800       |010403|05007|2021-01-26 18:01:54,,
2100000618712|아이리스||010403|05007|2021-01-26 18:01:54,,
2100000618729|초콜라또||010403|05007|2021-01-26 18:01:54,,
2100000618736|빨라쪼바아포가토||010403|05007|2021-01-26 18:01:54,,
2100000618743|젤루조아아이셔요(정||010403|05007|2021-01-26 18:01:54,,
2100000618750|해태캠벨그래이프|6500      |010403|05007|2021-01-26 18:01:54,,
2100000618767|앵그리버드||010403|05007|2021-01-26 18:01:54,,
2100000618774|아이리스1500||010403|05007|2021-01-26 18:01:54,,
2100000618781|빙그레요맘때플레인|800       |010403|05007|2021-01-26 18:01:54,,
2100000605934|한진옥수수사각수저함|소        |020202|09999|2021-01-26 18:01:54,,
2100000605941|라이트애플도마중||020301|05014|2021-01-26 18:01:54,,
2100000605958|민자수저세트||020301|05014|2021-01-26 18:01:54,,
2100000605989|니베아)모이스춰케어||020301|09999|2021-01-26 18:01:54,,
2100000605996|한우설렁탕면4개입||010306|01073|2021-01-26 18:01:54,,
2100000606009|크라몬트쿠키초코번들|9600      |010101|01111|2021-01-26 18:01:54,,
2100000607600|키티빨래바구니-소||020301|05014|2021-01-26 18:01:54,,
2100000607617|선우원형소쿠리7호|49.5cm    |020301|05014|2021-01-26 18:01:54,,
2100000607624|라이트애플도마(대)||020301|05014|2021-01-26 18:01:54,,
2100000607631|스마트회전병솔||020301|05014|2021-01-26 18:01:54,,
2100000607648|다이나믹보온보냉병||020301|05014|2021-01-26 18:01:54,,
2100000607655|판깍기(중)||020301|05014|2021-01-26 18:01:54,,
2100000607662|은박롤브러쉬||020301|05014|2021-01-26 18:01:54,,
2100000607679|우드라인변기카바||020301|05014|2021-01-26 18:01:54,,
2100000607785|하나로장갑|1조       |020301|04007|2021-01-26 18:01:54,,
2100000607792|풀무원)어린잎믹스||010401|01114|2021-01-26 18:01:54,,
2100000607808|국산볶음알땅콩||030401|09999|2021-01-26 18:01:54,,
2100000607815|사조)생물연어|200g      |030401|09999|2021-01-26 18:01:54,,
2100000607983|샘표쌀소면800g|800g      |010306|01005|2021-01-26 18:01:54,,
2100000607990|목우촌/뚝심200g|200g      |010701|09999|2021-01-26 18:01:54,,
2100000608003|롯)백두산하늘샘*6|1.5L      |010201|01056|2021-01-26 18:01:54,,
2100000608010|젤리데이복숭아|49g       |010101|01117|2021-01-26 18:01:54,,
2100000608027|샘표쟁반비빔막국수|141g      |010306|01005|2021-01-26 18:01:54,,
2100000608034|황우정통쇠고기육포|50g       |010599|09033|2021-01-26 18:01:54,,
2100000608041|멘토스)그린애플37.5g||010101|01008|2021-01-26 18:01:54,,
2100000608058|팔도불낙볶음면멀티|멀티팩    |010306|01073|2021-01-26 18:01:54,,
2100000608065|가나카카오파이5000원||010102|01062|2021-01-26 18:01:54,,
2100000599684|농심/자갈치대-박스||010101|01043|2021-01-26 18:01:54,,
2100000599691|헤이덴마크블루베리||010101|01019|2021-01-26 18:01:54,,
2100000599707|블루베리꿀|2400g     |010302|09999|2021-01-26 18:01:54,,
2100000599783|롯데미니크런키|218g      |010101|01062|2021-01-26 18:01:54,,
2100000599806|우성아카시아꿀|1.2kg     |010302|01055|2021-01-26 18:01:54,,
2100000599813|예감1200(어니언맛)||010101|01117|2021-01-26 18:01:54,,
2100000599820|팜파스3겹30*30롤|30*30롤   |020401|09999|2021-01-26 18:01:54,,
2100000599837|녹차향프리미엄3겹|30롤      |020401|09999|2021-01-26 18:01:54,,
2100000599844|팜파스)프리미엄기획2||020401|09999|2021-01-26 18:01:54,,
"2100000589388|국자중|""10""""       ""|020301|05014|2021-01-26 18:01:54",,
2100000589586|하)드라이피쳐1.6L*6||010802|01048|2021-01-26 18:01:54,,
2100000589593|참이슬클래식640mlBOX|640ml*20  |010801|01048|2021-01-26 18:01:54,,
2100000589609|청하화인(지함)(300*1||010802|01048|2021-01-26 18:01:54,,
2100000589616|참이슬클래식지함20입||010801|01048|2021-01-26 18:01:54,,
2100000589623|오뚜기간편미역냉국|45g       |010301|01045|2021-01-26 18:01:54,,
2100000589630|참이슬담금주30% 5L*2|5L*2      |010801|01048|2021-01-26 18:01:54,,
2100000589685|여성발목양말||020301|04007|2021-01-26 18:01:54,,
2100000589692|남성발목양말||020301|04007|2021-01-26 18:01:54,,
2100000555208|찰비빔면20개박스||010306|01043|2021-01-26 18:01:54,,
2100000555215|찰비빔면멀티팩||010306|01043|2021-01-26 18:01:54,,
2100000555222|농심너구리순멀티박스|5*8       |010306|01043|2021-01-26 18:01:54,,
2100000555239|찰비빔면멀티박스||010306|01043|2021-01-26 18:01:54,,
2100000555246|농심너구리순한맛|120g      |010306|01043|2021-01-26 18:01:54,,
2100000555253|순한너구리30개입||010306|01043|2021-01-26 18:01:54,,
2100000555260|농심순한너구리멀티|120g*5    |010306|01043|2021-01-26 18:01:54,,
2100000561582|파스퇴르요거트||010202|01207|2021-01-26 18:01:54,,
2100000561599|파스퇴르요거트||010202|01207|2021-01-26 18:01:54,,
2100000561605|스팸클래식200g*3입||010701|01007|2021-01-26 18:01:54,,
2100000556533|별따먹자콩고물맛||010101|01043|2021-01-26 18:01:54,,
2100000556540|농)콘칩||010101|01043|2021-01-26 18:01:54,,
2100000556557|농심즉석곰탕|1300      |010306|01043|2021-01-26 18:01:54,,
2100000556564|농심육개장사발면|86g       |010306|01043|2021-01-26 18:01:54,,
2100000556571|농심육개장사발면박스|86g*24    |010306|01043|2021-01-26 18:01:54,,
2100000556588|애경향균트리오3kg|3kg       |020201|09999|2021-01-26 18:01:54,,
2100000556595|엄마의레시피||010101|09999|2021-01-26 18:01:54,,
2100000556601|산적꽃이대||020301|06239|2021-01-26 18:01:54,,
2100000556618|뽑아쓰는키친타올|150*2     |020401|01166|2021-01-26 18:01:54,,
2100000556625|데코3겹프리미엄||020401|01166|2021-01-26 18:01:54,,
2100000556632|멀티그레인클래식||010101|09999|2021-01-26 18:01:54,,
2100000556649|대나무냄비받침||010506|07004|2021-01-26 18:01:54,,
2100000556656|좀팡이싹옷장용||020301|05014|2021-01-26 18:01:54,,
2100000556663|나프탈렌(미니볼6P)||020301|05014|2021-01-26 18:01:54,,
2100000556670|실비아샤워||020301|05014|2021-01-26 18:01:54,,
2100000556687|칼라면행주||020301|05014|2021-01-26 18:01:54,,
2100000556694|아크릴수세미||020301|05014|2021-01-26 18:01:54,,
2100000556700|베어타포린백3호||020301|05014|2021-01-26 18:01:54,,
2100000556717|베어타포린백1호||020301|05014|2021-01-26 18:01:54,,
2100000556724|탁밀폐112||020301|05014|2021-01-26 18:01:54,,
2100000599851|오이오차(녹차)|500ml     |010201|01044|2021-01-26 18:01:54,,
2100000599981|웅진자연은사과세트|180ml*12  |010201|01382|2021-01-26 18:01:54,,
2100000599998|백설이천쌀현미식초|900ml     |010301|01007|2021-01-26 18:01:54,,
2100000600007|백다시다명품골드멸치|100g      |010501|01007|2021-01-26 18:01:54,,
2100000600014|청정원쌀찰고추장200g|200g      |010501|01052|2021-01-26 18:01:54,,
2100000600021|보솜이소프트대형36개||020402|01166|2021-01-26 18:01:54,,
2100000600038|드라이피니시|1.0L      |010802|01048|2021-01-26 18:01:54,,
2100000600045|2080토탈케어블루민트|160g*3입  |020101|09999|2021-01-26 18:01:54,,
2100000600052|웅진블루베리180ml*12||010201|01382|2021-01-26 18:01:54,,
2100000605255|자연미각)고추부각|60g       |020101|09999|2021-01-26 18:01:54,,
2100000605262|아폴로보온병0.4L||020301|05014|2021-01-26 18:01:54,,
2100000605279|종이쇼핑백-특대||020301|05014|2021-01-26 18:01:54,,
2100000605286|뉴전사나비빗||020301|05014|2021-01-26 18:01:54,,
2100000605293|빗305(하)||020301|05014|2021-01-26 18:01:54,,
2100000605309|데니[목욕바구니-대]||020301|05014|2021-01-26 18:01:54,,
2100000605316|잎새변기솔-대(10)||020301|05014|2021-01-26 18:01:54,,
2100000605354|매일)상하목장|125ml*3   |010202|01121|2021-01-26 18:01:54,,
2100000605361|매일)상하바나나우유|125ml*3   |010202|01121|2021-01-26 18:01:54,,
2100000605378|하모니바닐라||010202|01121|2021-01-26 18:01:54,,
2100000605385|백설쌀눈유900ml||010310|09999|2021-01-26 18:01:54,,
2100000605392|오뚜기밥실속6입기획|200g*6입  |010301|09999|2021-01-26 18:01:54,,
2100000605583|대복다시마청국장|400g      |030101|02000|2021-01-26 18:01:54,,
2100000605590|롯데미니크런치웨이퍼|1800      |010101|01062|2021-01-26 18:01:54,,
2100000605606|롯데미니크런치웨이퍼|1800      |010101|01062|2021-01-26 18:01:54,,
2100000598434|풀)1등급하루한알25구||030501|01114|2021-01-26 18:01:54,,
2100000598441|롯데빼빼로메론42g|42g       |010101|01062|2021-01-26 18:01:54,,
2100000598458|롯데키즈트리2000|64g       |010101|01062|2021-01-26 18:01:54,,
2100000598465|화이바후르츠2000||010101|01062|2021-01-26 18:01:54,,
2100000598472|롯)배부른다이어트||010101|01062|2021-01-26 18:01:54,,
2100000598489|롯데파워에너지바|1200      |010101|01062|2021-01-26 18:01:54,,
2100000598496|아라비카|260       |010202|01115|2021-01-26 18:01:54,,
2100000598502|욕실화||020301|04007|2021-01-26 18:01:54,,
2100000598519|크리스탈성인욕실화||020301|04007|2021-01-26 18:01:54,,
2100000598526|고구려맥적구이양념|140g      |010501|01005|2021-01-26 18:01:54,,
